model,family,params_b,id,category,language,score,detail,valid_json,output,expected,ttft_s,total_time_s,decode_tokens_per_s
Qwen2.5-1.5B-Instruct,Qwen,1.5,instruction_following-it-004,instruction_following,it,1.0,correct,,366,366,0.3444,0.4274,48.2
Qwen2.5-1.5B-Instruct,Qwen,1.5,instruction_following-it-005,instruction_following,it,1.0,correct,,Capitale: Tokyo,Capitale: Tokyo,0.3674,0.5057,43.38
Qwen2.5-1.5B-Instruct,Qwen,1.5,instruction_following-it-006,instruction_following,it,0.0,content_and_format_wrong,,IL PIANETA MIGLIORE DEL SISTEMA SOLARE È VENUS.,GIOVE,0.3033,0.8634,37.49
Qwen2.5-1.5B-Instruct,Qwen,1.5,instruction_following-it-007,instruction_following,it,1.0,correct,,❤️,❤️,0.3064,0.3705,46.83
Qwen2.5-1.5B-Instruct,Qwen,1.5,instruction_following-it-008,instruction_following,it,0.0,format_ok_content_wrong,,falso,vero,0.52,0.5777,51.94
Qwen2.5-1.5B-Instruct,Qwen,1.5,instruction_following-it-009,instruction_following,it,1.0,correct,,"rosso, blu","rosso, blu",0.3771,0.4898,44.38
Llama-3.2-1B-Instruct,Llama,1.24,classification-en-001,classification,en,1.0,exact_match,,positive,positive,0.483,0.496,154.17
Llama-3.2-1B-Instruct,Llama,1.24,classification-en-002,classification,en,1.0,exact_match,,negative,negative,0.1551,0.1679,156.38
Llama-3.2-1B-Instruct,Llama,1.24,classification-en-003,classification,en,0.0,wrong_or_ambiguous_label,,positive,neutral,0.1187,0.1314,157.04
Llama-3.2-1B-Instruct,Llama,1.24,classification-en-004,classification,en,1.0,exact_match,,technology,technology,0.1826,0.1954,156.6
Llama-3.2-1B-Instruct,Llama,1.24,classification-en-005,classification,en,1.0,exact_match,,sports,sports,0.1905,0.2033,156.59
Llama-3.2-1B-Instruct,Llama,1.24,classification-en-006,classification,en,1.0,exact_match,,business,business,0.1743,0.187,156.97
Llama-3.2-1B-Instruct,Llama,1.24,classification-en-007,classification,en,1.0,exact_match,,health,health,0.1813,0.1942,155.04
Llama-3.2-1B-Instruct,Llama,1.24,classification-en-008,classification,en,1.0,exact_match,,negative,negative,0.1662,0.1789,156.97
Llama-3.2-1B-Instruct,Llama,1.24,classification-it-001,classification,it,1.0,exact_match,,Positive,positive,0.2817,0.2944,156.81
Llama-3.2-1B-Instruct,Llama,1.24,classification-it-002,classification,it,0.0,no_known_label_found,,Negativo,negative,0.1979,0.2232,118.56
Llama-3.2-1B-Instruct,Llama,1.24,classification-it-003,classification,it,0.0,no_known_label_found,,Positivo,neutral,0.1621,0.2001,105.28
Llama-3.2-1B-Instruct,Llama,1.24,classification-it-004,classification,it,1.0,exact_match,,technology,technology,0.2346,0.2473,156.96
Llama-3.2-1B-Instruct,Llama,1.24,classification-it-005,classification,it,1.0,exact_match,,sports,sports,0.2057,0.2184,157.32
Llama-3.2-1B-Instruct,Llama,1.24,classification-it-006,classification,it,1.0,exact_match,,business,business,0.2106,0.2234,156.42
Llama-3.2-1B-Instruct,Llama,1.24,classification-it-007,classification,it,0.0,wrong_or_ambiguous_label,,business,health,0.2258,0.2386,156.51
Llama-3.2-1B-Instruct,Llama,1.24,classification-it-008,classification,it,0.0,no_known_label_found,,Neutrale,negative,0.1817,0.2196,105.66
Llama-3.2-1B-Instruct,Llama,1.24,information_extraction-en-001,information_extraction,en,0.75,values_missing:date,True,"{
  ""Invoice #"": ""4521"",
  ""Date"": ""July 14, 2025"",
  ""Amount"": ""$1,230.50"",
  ""Customer"": ""Maria Garcia""
}","{""invoice_number"": ""4521"", ""customer"": ""Maria Garcia"", ""date"": ""2025-07-14"", ""total"": ""1230.50""}",0.3429,0.9561,71.76
Llama-3.2-1B-Instruct,Llama,1.24,information_extraction-en-002,information_extraction,en,0.6667,values_missing:phone,True,"{
  ""name"": ""Please contact John Doe"",
  ""email"": ""john.doe@example.com"",
  ""phone"": ""555) 123-4567"",
  ""description"": ""regarding the shipment.""
}","{""name"": ""John Doe"", ""email"": ""john.doe@example.com"", ""phone"": ""(555) 123-4567""}",0.1981,1.2464,44.83
Llama-3.2-1B-Instruct,Llama,1.24,information_extraction-en-003,information_extraction,en,0.8,values_missing:flight_number,True,"{
  ""Departure"": ""Gate 12"",
  ""DepartureTime"": ""14:30"",
  ""Arrival"": ""Chicago"",
  ""ArrivalTime"": ""17:05""
}","{""flight_number"": ""AA245"", ""gate"": ""12"", ""departure_time"": ""14:30"", ""destination"": ""Chicago"", ""arrival_time"": ""17:05""}",0.3634,2.0011,26.26
Llama-3.2-1B-Instruct,Llama,1.24,information_extraction-en-004,information_extraction,en,0.5,"values_missing:doctor,hours",True,"{
  ""day"": ""Monday"",
  ""time"": ""9am"",
  ""clinic"": ""Riverside Clinic"",
  ""days"": [""Monday"", ""Wednesday""]
}","{""doctor"": ""Dr. Emily Carter"", ""location"": ""Riverside Clinic"", ""days"": [""Monday"", ""Wednesday""], ""hours"": ""9am-1pm""}",0.377,1.4854,34.29
Llama-3.2-1B-Instruct,Llama,1.24,information_extraction-en-005,information_extraction,en,0.3333,"values_missing:start_date,end_date",True,"{
  ""date"": ""September 3rd to September 5th, 2025"",
  ""location"": ""Berlin"",
  ""conference_name"": ""Unknown"",
  ""start_date"": ""September 3rd"",
  ""end_date"": ""September 5th""
}","{""event_location"": ""Berlin"", ""start_date"": ""2025-09-03"", ""end_date"": ""2025-09-05""}",0.2965,1.8167,38.81
Llama-3.2-1B-Instruct,Llama,1.24,information_extraction-en-006,information_extraction,en,0.6667,values_missing:order_number,True,"{
  ""Order #78910"": {
    ""Shipped By"": ""FedEx"",
    ""Shipped Via"": ""FedEx"",
    ""Expected Arrival"": ""3-5 business days""
  }
}","{""order_number"": ""78910"", ""carrier"": ""FedEx"", ""eta_days"": ""3-5""}",0.2267,1.3679,39.43
Llama-3.2-1B-Instruct,Llama,1.24,information_extraction-en-007,information_extraction,en,1.0,all_values_found,True,"{
  ""date"": ""June 2024"",
  ""price"": ""375,000"",
  ""location"": ""42 Elm Street""
}","{""address"": ""42 Elm Street"", ""price"": ""375000"", ""month_sold"": ""June 2024""}",0.2364,1.0169,39.72
Llama-3.2-1B-Instruct,Llama,1.24,information_extraction-en-008,information_extraction,en,1.0,all_values_found,True,"{
  ""date"": ""Thursday"",
  ""time"": ""10:00 AM"",
  ""location"": ""Conference Room B"",
  ""attendees"": [""Robert Chen""]
}","{""attendee"": ""Robert Chen"", ""day"": ""Thursday"", ""time"": ""10:00 AM"", ""location"": ""Conference Room B""}",0.2398,1.2116,39.11
Llama-3.2-1B-Instruct,Llama,1.24,information_extraction-it-001,information_extraction,it,0.25,"values_missing:customer,date,total",True,"{
  ""fattura"": {
    ""numero"": ""4521"",
    ""data"": ""14 luglio 2025"",
    ""dettagli"": {
      ""totale"": 1230.50
    }
  }
}","{""invoice_number"": ""4521"", ""customer"": ""Maria Rossi"", ""date"": ""2025-07-14"", ""total"": ""1230.50""}",0.5632,1.9059,38.73
Llama-3.2-1B-Instruct,Llama,1.24,information_extraction-it-002,information_extraction,it,0.6667,values_missing:name,True,"{
  ""contatto"": {
    ""nome"": ""Luca"",
    ""cognome"": ""Bianchi"",
    ""indirizzo"": ""luca.bianchi@example.it"",
    ""numero"": ""333 1234567""
  }
}","{""name"": ""Luca Bianchi"", ""email"": ""luca.bianchi@example.it"", ""phone"": ""333 1234567""}",0.3479,1.7728,38.6
Llama-3.2-1B-Instruct,Llama,1.24,information_extraction-it-003,information_extraction,it,0.6,"values_missing:flight_number,gate",True,"{""departure_airport"": ""Roma"", ""departure_time"": ""16:45"", ""arrival_airport"": ""Roma"", ""arrival_time"": ""18:20""}","{""flight_number"": ""AZ310"", ""gate"": ""7"", ""departure_time"": ""16:45"", ""destination"": ""Roma"", ""arrival_time"": ""18:20""}",0.3178,1.2721,38.78
Llama-3.2-1B-Instruct,Llama,1.24,information_extraction-it-004,information_extraction,it,0.5,"values_missing:doctor,hours",True,"{
  ""data"": ""martedì e giovedì"",
  ""ora"": ""9 alle 13"",
  ""azienda"": ""Ambulatorio Centrale"",
  ""professore"": ""La dottoressa Chiara Ferrari""
}","{""doctor"": ""Dott.ssa Chiara Ferrari"", ""location"": ""Ambulatorio Centrale"", ""days"": [""martedì"", ""giovedì""], ""hours"": ""9-13""}",0.4462,1.8535,38.37
Llama-3.2-1B-Instruct,Llama,1.24,information_extraction-it-005,information_extraction,it,0.6667,values_missing:end_date,True,"{""date"": ""2025-09-03"", ""ora"": ""09:00"", ""luogo"": ""Milano"", ""evento"": ""Conferenza"", ""anni"": ""2025""}","{""event_location"": ""Milano"", ""start_date"": ""2025-09-03"", ""end_date"": ""2025-09-05""}",0.2522,1.3572,38.92
Llama-3.2-1B-Instruct,Llama,1.24,information_extraction-it-006,information_extraction,it,1.0,all_values_found,True,"{
  ""ordine"": {
    ""numero"": ""78910"",
    ""spedizione"": ""BRT"",
    ""arrivo"": ""3-5 giorni lavorativi""
  }
}","{""order_number"": ""78910"", ""carrier"": ""BRT"", ""eta_days"": ""3-5""}",0.3556,1.4597,38.95
Llama-3.2-1B-Instruct,Llama,1.24,information_extraction-it-007,information_extraction,it,0.6667,values_missing:month_sold,True,"{""price"": ""375000"", ""location"": ""via Verdi 42"", ""saleDate"": ""2024-06""}","{""address"": ""via Verdi 42"", ""price"": ""375000"", ""month_sold"": ""giugno 2024""}",0.3007,1.0108,39.43
Llama-3.2-1B-Instruct,Llama,1.24,information_extraction-it-008,information_extraction,it,1.0,all_values_found,True,"{
  ""data"": ""giovedì"",
  ""ora"": ""10:00"",
  ""sala"": ""Sala Riunioni B"",
  ""partecipanti"": ""Roberto Colombo""
}","{""attendee"": ""Roberto Colombo"", ""day"": ""giovedì"", ""time"": ""10:00"", ""location"": ""Sala Riunioni B""}",0.2951,1.5029,38.91
Llama-3.2-1B-Instruct,Llama,1.24,structured_output-en-001,structured_output,en,1.0,all_fields_match,True,"```json
{
  ""name"": ""Alice"",
  ""age"": 29
}
```","{""name"": ""Alice"", ""age"": 29}",0.5351,1.0539,40.48
Llama-3.2-1B-Instruct,Llama,1.24,structured_output-en-002,structured_output,en,1.0,all_fields_match,True,"```json
{
  ""city"": ""Paris"",
  ""country"": ""France""
}
```","{""city"": ""Paris"", ""country"": ""France""}",0.2347,0.753,40.51
Llama-3.2-1B-Instruct,Llama,1.24,structured_output-en-003,structured_output,en,1.0,all_fields_match,True,"```json
{
  ""title"": ""1984"",
  ""author"": ""George Orwell"",
  ""year"": 1949
}
```","{""title"": ""1984"", ""author"": ""George Orwell"", ""year"": 1949}",0.3354,1.1154,39.74
Llama-3.2-1B-Instruct,Llama,1.24,structured_output-en-004,structured_output,en,1.0,list_match,True,"```json
[
  ""Red"",
  ""Blue"",
  ""Yellow""
]
```","[""red"", ""blue"", ""yellow""]",0.2071,0.6751,40.6
Llama-3.2-1B-Instruct,Llama,1.24,structured_output-en-005,structured_output,en,0.6667,fields_wrong:price,True,"```json
{
  ""product"": ""Laptop"",
  ""price"": ""$999"",
  ""in_stock"": true
}
```","{""product"": ""Laptop"", ""price"": 999, ""in_stock"": true}",0.3066,1.0425,39.41
Llama-3.2-1B-Instruct,Llama,1.24,structured_output-en-006,structured_output,en,1.0,all_fields_match,True,"```json
{
  ""day"": ""Monday"",
  ""temperature_celsius"": 22
}
```","{""day"": ""Monday"", ""temperature_celsius"": 22}",0.2872,0.8673,39.65
Llama-3.2-1B-Instruct,Llama,1.24,structured_output-en-007,structured_output,en,1.0,all_fields_match,True,"```json
{
  ""first_name"": ""Tom"",
  ""last_name"": ""Walker"",
  ""email"": ""tom.walker@email.com""
}
```","{""first_name"": ""Tom"", ""last_name"": ""Walker"", ""email"": ""tom.walker@email.com""}",0.3154,1.1709,39.74
Llama-3.2-1B-Instruct,Llama,1.24,structured_output-en-008,structured_output,en,1.0,all_fields_match,True,"```json
{
  ""width"": 10,
  ""height"": 5
}
```","{""width"": 10, ""height"": 5}",0.2584,0.7718,40.91
Llama-3.2-1B-Instruct,Llama,1.24,structured_output-it-001,structured_output,it,1.0,all_fields_match,True,"```json
{
  ""nome"": ""Alice"",
  ""eta"": 29
}
```","{""nome"": ""Alice"", ""eta"": 29}",0.2537,0.769,40.76
Llama-3.2-1B-Instruct,Llama,1.24,structured_output-it-002,structured_output,it,1.0,all_fields_match,True,"```json
{
  ""citta"": ""Parigi"",
  ""paese"": ""Francia""
}
```","{""citta"": ""Parigi"", ""paese"": ""Francia""}",0.2882,0.9098,40.22
Llama-3.2-1B-Instruct,Llama,1.24,structured_output-it-003,structured_output,it,1.0,all_fields_match,True,"```json
{
  ""titolo"": ""Il Nome della Rosa"",
  ""autore"": ""Umberto Eco"",
  ""anno"": 1980
}
```","{""titolo"": ""Il Nome della Rosa"", ""autore"": ""Umberto Eco"", ""anno"": 1980}",0.4458,1.3803,39.6
Llama-3.2-1B-Instruct,Llama,1.24,structured_output-it-004,structured_output,it,0.0,list_mismatch,True,"```json
{
  ""colori"": [
    {
      ""nome"": ""Rosso"",
      ""codice"": ""#FF0000""
    },
    {
      ""nome"": ""Blu"",
      ""codice"": ""#0000FF""
    },
    {
      ""nome"": ""Giallo"",
      ""codice"": ""#FFC0CB""
    }
  ]
}
```","[""rosso"", ""blu"", ""giallo""]",0.2677,2.4286,38.41
Llama-3.2-1B-Instruct,Llama,1.24,structured_output-it-005,structured_output,it,1.0,all_fields_match,True,"```json
{
  ""prodotto"": ""Laptop"",
  ""prezzo"": 999,
  ""disponibile"": true
}
```","{""prodotto"": ""Laptop"", ""prezzo"": 999, ""disponibile"": true}",0.4382,1.2825,39.09
Llama-3.2-1B-Instruct,Llama,1.24,structured_output-it-006,structured_output,it,1.0,all_fields_match,True,"```
{
  ""giorno"": ""lunedì"",
  ""temperatura_celsius"": 22
}
```","{""giorno"": ""lunedì"", ""temperatura_celsius"": 22}",0.3446,1.0191,40.03
Llama-3.2-1B-Instruct,Llama,1.24,structured_output-it-007,structured_output,it,1.0,all_fields_match,True,"```json
{
  ""nome"": ""Tommaso"",
  ""cognome"": ""Ferrari"",
  ""email"": ""tommaso.ferrari@email.it""
}
```","{""nome"": ""Tommaso"", ""cognome"": ""Ferrari"", ""email"": ""tommaso.ferrari@email.it""}",0.3045,1.3481,39.29
Llama-3.2-1B-Instruct,Llama,1.24,structured_output-it-008,structured_output,it,1.0,all_fields_match,True,"```json
{
  ""larghezza"": 10,
  ""altezza"": 5
}
```","{""larghezza"": 10, ""altezza"": 5}",0.3623,0.9619,40.03
Llama-3.2-1B-Instruct,Llama,1.24,summarization-en-001,summarization,en,0.2807,token_f1=0.28,,"Solar and wind power generation grew by 18% globally last year, driven by falling equipment costs and new government subsidies, and several countries now generate more than a third of their electricity from renewable sources.","Renewable energy generation grew significantly last year due to lower costs and government support, with continued growth expected as storage technology improves.",0.8774,1.9086,39.76
Llama-3.2-1B-Instruct,Llama,1.24,summarization-en-002,summarization,en,0.45,token_f1=0.45,,"TechCorp reported a 12% increase in quarterly revenue to $2.4 billion, driven by strong demand for its cloud services division.","TechCorp's quarterly revenue rose 12% thanks to strong cloud demand, and its stock climbed after the earnings announcement.",0.6198,1.3573,39.32
Llama-3.2-1B-Instruct,Llama,1.24,summarization-en-003,summarization,en,0.5532,token_f1=0.55,,"Astronauts Neil Armstrong and Buzz Aldrin became the first humans to walk on the Moon on July 20, 1969, during the Apollo 11 mission.","Apollo 11's 1969 Moon landing made Armstrong and Aldrin the first humans on the Moon, a landmark moment in the space race.",0.6897,1.5959,39.73
Llama-3.2-1B-Instruct,Llama,1.24,summarization-en-004,summarization,en,0.5,token_f1=0.50,,"A new study found that sleeping less than six hours per night increases the risk of heart disease in adults, with consistent and adequate sleep recommended for cardiovascular health.","A decade-long study found that sleeping under six hours a night raises heart disease risk, reinforcing the importance of getting seven to eight hours of sleep.",0.6973,1.4952,40.11
Llama-3.2-1B-Instruct,Llama,1.24,summarization-en-005,summarization,en,0.5238,token_f1=0.52,,"The visiting team scored a late goal in the 88th minute to win 2-1, securing a dramatic comeback victory.","The home team overturned an early deficit with two late goals, including a dramatic 88th-minute free kick, to win 2-1.",0.6583,1.3251,40.49
Llama-3.2-1B-Instruct,Llama,1.24,summarization-en-006,summarization,en,0.5806,token_f1=0.58,,"The city council has approved a plan to make all public buses free starting next year, funded by a new tax on downtown parking garages aimed at reducing traffic congestion and cutting carbon emissions.","The city will make buses free next year, funded by a new downtown parking tax meant to cut traffic and emissions, though some business owners oppose the tax.",0.5481,1.5022,39.83
Llama-3.2-1B-Instruct,Llama,1.24,summarization-en-007,summarization,en,0.3214,token_f1=0.32,,"Astronomers have discovered a new exoplanet orbiting a star 40 light-years away, which is a promising candidate for future atmospheric studies due to its potential for liquid water on its surface.","Astronomers found a potentially habitable exoplanet 40 light-years away, about 1.5 times Earth's size, and plan further studies of its atmosphere.",0.6938,1.7605,39.37
Llama-3.2-1B-Instruct,Llama,1.24,summarization-en-008,summarization,en,0.4706,token_f1=0.47,,"A young detective in 1920s London investigates a minor theft and uncovers a larger conspiracy within the police force, forcing her to choose between exposing corruption and protecting her career.","A 1920s London detective uncovers police corruption while investigating a small theft, ultimately risking her career to testify against corrupt colleagues.",0.6314,1.5663,39.58
Llama-3.2-1B-Instruct,Llama,1.24,summarization-it-001,summarization,it,0.3529,token_f1=0.35,,L'energia solare e eolica è cresciuta del 18% a livello globale nel 2023 grazie a ridotti costi e incentivi statali.,"La produzione di energia rinnovabile è cresciuta molto lo scorso anno grazie a costi più bassi e incentivi statali, con una crescita futura attesa grazie ai progressi nell'accumulo energetico.",1.1118,2.18,38.38
Llama-3.2-1B-Instruct,Llama,1.24,summarization-it-002,summarization,it,0.2917,token_f1=0.29,,"TechCorp ha registrato un fatturato trimestrale di 2,4 miliardi di dollari, in crescita del 12% rispetto allo stesso periodo dell'anno precedente.","Il fatturato trimestrale di TechCorp è cresciuto del 12% grazie alla domanda di servizi cloud, e il titolo è salito dopo l'annuncio dei risultati.",0.8989,1.9384,39.44
Llama-3.2-1B-Instruct,Llama,1.24,summarization-it-003,summarization,it,0.4186,token_f1=0.42,,Gli astronauti Neil Armstrong e Buzz Aldrin diventarono i primi esseri umani a camminare sulla Luna nel 1969.,"Lo sbarco sulla Luna dell'Apollo 11 nel 1969 rese Armstrong e Aldrin i primi uomini sulla Luna, un momento cruciale della corsa allo spazio.",0.904,1.7048,39.96
Llama-3.2-1B-Instruct,Llama,1.24,summarization-it-004,summarization,it,0.4839,token_f1=0.48,,Un studio che ha seguito 5.000 adulti per dieci anni ha rilevato che chi dorme meno di sei ore a notte ha un rischio significativamente maggiore di malattie cardiache rispetto a chi dorme sette-otto ore.,"Uno studio decennale ha rilevato che dormire meno di sei ore aumenta il rischio cardiaco, confermando l'importanza di dormire sette-otto ore a notte.",1.0317,2.5735,38.92
Llama-3.2-1B-Instruct,Llama,1.24,summarization-it-005,summarization,it,0.4286,token_f1=0.43,,"La squadra ospite ha vinto 2-1, con il gol decisivo arrivato da una punizione all'88º minuto.","La squadra di casa ha ribaltato uno svantaggio iniziale con due gol nel finale, incluso un gol su punizione all'88', vincendo 2-1.",0.8109,1.6204,39.53
Llama-3.2-1B-Instruct,Llama,1.24,summarization-it-006,summarization,it,0.5172,token_f1=0.52,,"Il consiglio comunale ha approvato un piano per rendere gratuiti tutti gli autobus pubblici a partire dal prossimo anno, finanziato da una nuova tassa sui parcheggi del centro.","La città renderà gratuiti gli autobus dal prossimo anno grazie a una nuova tassa sui parcheggi del centro, pensata per ridurre traffico ed emissioni, nonostante le critiche di alcuni commercianti.",0.8673,2.0634,39.3
Llama-3.2-1B-Instruct,Llama,1.24,summarization-it-007,summarization,it,0.3667,token_f1=0.37,,"Gli astronomi hanno annunciato la scoperta di un nuovo esopianeta in orbita attorno a una stella a 40 anni luce di distanza, in una zona dove potrebbe esistere acqua liquida in superficie.","Gli astronomi hanno scoperto un esopianeta potenzialmente abitabile a 40 anni luce, circa 1,5 volte le dimensioni della Terra, da studiare in futuro per la sua atmosfera.",1.0516,2.4105,39.0
Llama-3.2-1B-Instruct,Llama,1.24,summarization-it-008,summarization,it,0.5246,token_f1=0.52,,"Una giovane investigatrice indaga su un furto apparentemente di poco conto all'interno della polizia nella Londra degli anni '20, che scava a fondo per decidere se denunciare colleghi corrotti o proteggere la propria carriera.","Un'investigatrice nella Londra degli anni '20 scopre la corruzione della polizia indagando su un piccolo furto, rischiando la carriera per testimoniare contro i colleghi corrotti.",0.9918,2.54,38.76
Llama-3.2-1B-Instruct,Llama,1.24,reasoning-en-001,reasoning,en,1.0,numeric_match,,"60 km / 1.5 hours = 40 km/h

40 km/h * 1 hour = 40 km",40,0.5858,1.2378,39.87
Llama-3.2-1B-Instruct,Llama,1.24,reasoning-en-002,reasoning,en,1.0,numeric_match,,"3 boxes * 8 apples per box = 24 apples
24 apples - 5 apples = 19 apples",19,0.2952,0.8902,40.34
Llama-3.2-1B-Instruct,Llama,1.24,reasoning-en-003,reasoning,en,1.0,numeric_match,,"$40 * 0.25 = $10
$40 - $10 = $30",$30,0.252,0.7408,40.92
Llama-3.2-1B-Instruct,Llama,1.24,reasoning-en-004,reasoning,en,0.0,day_mismatch_or_missing,,Thursday,Saturday,0.2352,0.2614,76.52
Llama-3.2-1B-Instruct,Llama,1.24,reasoning-en-005,reasoning,en,0.0,numeric_mismatch,,80,40 square meters,0.215,0.2407,77.98
Llama-3.2-1B-Instruct,Llama,1.24,reasoning-en-006,reasoning,en,0.0,numeric_mismatch,,12,14,0.2671,0.2918,81.01
Llama-3.2-1B-Instruct,Llama,1.24,reasoning-en-007,reasoning,en,0.0,numeric_mismatch,,"To find the solution, we need to find the ratio of cups of flour to cookies. 

2 cups of flour for 12 cookies is the same as 1 cup of flour for 6 cookies.

To find the number of cups needed for 30 cookies, we can set up a proportion:

2 cups / 12 cookies = 1 cup / 6 cookies
30 cookies = 1 cup / 6 cookies

To find the number of cups needed for 30 cookies, we can multiply the number of cups needed for 6 cookies by 5:

1 cup / 6 cookies * 5 = 5/6 cups

So, 5/6 cups of flour are needed for 30 cookies.",5,0.2513,4.1459,37.74
Llama-3.2-1B-Instruct,Llama,1.24,reasoning-en-008,reasoning,en,0.0,numeric_mismatch,,6 workers can build the wall in 6/3 = 2 days.,3,0.3561,0.7765,40.45
Llama-3.2-1B-Instruct,Llama,1.24,reasoning-en-009,reasoning,en,0.0,numeric_mismatch,,50 / 5 = 10,1000 km,0.3658,0.5493,43.6
Llama-3.2-1B-Instruct,Llama,1.24,reasoning-it-001,reasoning,it,1.0,numeric_match,,"60 km / 1,5 ore = 40 km/ore",40,0.4332,0.7856,42.56
Llama-3.2-1B-Instruct,Llama,1.24,reasoning-it-002,reasoning,it,1.0,numeric_match,,"3 * 8 = 24 mele
24 - 5 = 19",19,0.3164,0.7327,43.24
Llama-3.2-1B-Instruct,Llama,1.24,reasoning-it-003,reasoning,it,1.0,numeric_match,,"Il prezzo scontato è di 40 - (40 * 0,25) = 40 - 10 = 30 euro.",30 euro,0.2928,1.0491,40.99
Llama-3.2-1B-Instruct,Llama,1.24,reasoning-it-004,reasoning,it,0.0,day_mismatch_or_missing,,Lunedì.,sabato,0.2332,0.3383,47.55
Llama-3.2-1B-Instruct,Llama,1.24,reasoning-it-005,reasoning,it,1.0,numeric_match,,8 x 5 = 40,40 metri quadrati,0.3271,0.5026,45.57
Llama-3.2-1B-Instruct,Llama,1.24,reasoning-it-006,reasoning,it,1.0,numeric_match,,"7 * 2 = <<7*2=14>>14
Tommaso ha 14 anni.",14,0.3366,0.8979,40.98
Llama-3.2-1B-Instruct,Llama,1.24,reasoning-it-007,reasoning,it,0.0,numeric_mismatch,,"30/12 * 2 = 7,5",5,0.3425,0.6206,43.15
Llama-3.2-1B-Instruct,Llama,1.24,reasoning-it-008,reasoning,it,0.0,numeric_mismatch,,6/3 = 2,3,0.4251,0.5757,46.48
Llama-3.2-1B-Instruct,Llama,1.24,reasoning-it-009,reasoning,it,0.0,numeric_mismatch,,50 / 5 = 10.,1000 km,0.3874,0.5906,44.29
Llama-3.2-1B-Instruct,Llama,1.24,instruction_following-en-001,instruction_following,en,1.0,correct,,YES,YES,0.4497,0.474,82.28
Llama-3.2-1B-Instruct,Llama,1.24,instruction_following-en-002,instruction_following,en,0.0,format_ok_content_wrong,,Chilly,Cold,0.1919,0.2415,60.52
Llama-3.2-1B-Instruct,Llama,1.24,instruction_following-en-003,instruction_following,en,0.0,format_ok_content_wrong,,"Apple, Banana, Mango","apple, banana, orange",0.1646,0.2875,48.8
Llama-3.2-1B-Instruct,Llama,1.24,instruction_following-en-004,instruction_following,en,1.0,correct,,366,366,0.2292,0.2544,79.49
Llama-3.2-1B-Instruct,Llama,1.24,instruction_following-en-005,instruction_following,en,0.0,content_and_format_wrong,,Tokyo,Capital: Tokyo,0.21,0.2595,60.54
Llama-3.2-1B-Instruct,Llama,1.24,instruction_following-en-006,instruction_following,en,1.0,correct,,JUPITER,JUPITER,0.1797,0.2522,55.24
Llama-3.2-1B-Instruct,Llama,1.24,instruction_following-en-007,instruction_following,en,1.0,correct,,❤️,❤️,0.1919,0.2415,60.48
Llama-3.2-1B-Instruct,Llama,1.24,instruction_following-en-008,instruction_following,en,1.0,correct,,true,true,0.2775,0.3018,82.35
Llama-3.2-1B-Instruct,Llama,1.24,instruction_following-en-009,instruction_following,en,1.0,correct,,"Red, Blue","red, blue",0.2113,0.2876,52.42
Llama-3.2-1B-Instruct,Llama,1.24,instruction_following-it-001,instruction_following,it,0.0,format_ok_content_wrong,,NO,SÌ,0.2952,0.3191,83.77
Llama-3.2-1B-Instruct,Llama,1.24,instruction_following-it-002,instruction_following,it,0.0,format_ok_content_wrong,,Friggere,Freddo,0.1795,0.2783,50.59
Llama-3.2-1B-Instruct,Llama,1.24,instruction_following-it-003,instruction_following,it,0.0,content_and_format_wrong,,"Lavanda, Cereja e Mela","mela, banana, arancia",0.2445,0.4928,44.31
Llama-3.2-1B-Instruct,Llama,1.24,instruction_following-it-004,instruction_following,it,0.0,format_ok_content_wrong,,365,366,0.2634,0.2877,82.28
Llama-3.2-1B-Instruct,Llama,1.24,instruction_following-it-005,instruction_following,it,0.0,content_and_format_wrong,,Tokio.,Capitale: Tokyo,0.2818,0.3557,54.15
Llama-3.2-1B-Instruct,Llama,1.24,instruction_following-it-006,instruction_following,it,0.0,content_and_format_wrong,,mercurio,GIOVE,0.2266,0.3027,52.56
Llama-3.2-1B-Instruct,Llama,1.24,instruction_following-it-007,instruction_following,it,1.0,correct,,❤️,❤️,0.2264,0.275,61.68
Llama-3.2-1B-Instruct,Llama,1.24,instruction_following-it-008,instruction_following,it,0.0,content_and_format_wrong,,Falso,vero,0.367,0.4156,61.75
Llama-3.2-1B-Instruct,Llama,1.24,instruction_following-it-009,instruction_following,it,0.0,content_and_format_wrong,,"- Blu
- Rosso","rosso, blu",0.2775,0.4264,47.0
Gemma-2-2B-it,Gemma,2.61,classification-en-001,classification,en,1.0,exact_match,,"positive 
",positive,0.7451,0.8269,48.93
Gemma-2-2B-it,Gemma,2.61,classification-en-002,classification,en,1.0,exact_match,,"negative 
",negative,0.7576,0.839,49.14
Gemma-2-2B-it,Gemma,2.61,classification-en-003,classification,en,0.0,wrong_or_ambiguous_label,,"positive 
",neutral,0.6695,0.7513,48.92
Gemma-2-2B-it,Gemma,2.61,classification-en-004,classification,en,1.0,exact_match,,"technology 
",technology,0.7983,0.8803,48.79
Gemma-2-2B-it,Gemma,2.61,classification-en-005,classification,en,1.0,exact_match,,"sports 
",sports,1.0898,1.1728,48.17
Gemma-2-2B-it,Gemma,2.61,classification-en-006,classification,en,1.0,exact_match,,"business 
",business,0.8383,0.9257,45.78
